date;traffic-source;traffic-details;users;visits;pageviews;bounceRate;pageDepth;avgVisitDurationSeconds
2019-11-01;Search engine traffic;Yandex;5;5;13;0;2,6;59
2019-11-01;Search engine traffic;Yandex;1;1;1;0;1;11
2019-11-01;Search engine traffic;Yandex;9;10;27;0;2,7;258,8
2019-11-01;Search engine traffic;Google;3;6;28;16,66666667;4,66666667;183,1666667
2019-11-01;Search engine traffic;Google;3;3;4;33,33333333;1,33333333;11,33333333
2019-11-01;Search engine traffic;Google;5;5;24;0;4,8;232,2
2019-11-01;Search engine traffic;Mail.ru;1;1;6;0;6;2750
2019-11-01;Social network traffic;VKontakte;1;1;11;0;11;1197
2019-11-01;Social network traffic;VKontakte;1;1;1;0;1;15
2019-11-01;Social network traffic;VKontakte;10;11;31;9,09090909;2,81818182;79,09090909
2019-11-01;Social network traffic;Liveinternet;1;1;1;100;1;0
2019-11-02;Internal traffic;;1;1;1;100;1;0
2019-11-02;Internal traffic;;1;1;1;0;1;16
2019-11-02;Internal traffic;;2;2;2;0;1;15
2019-11-02;Direct traffic;;44;44;53;29,54545455;1,20454545;21,22727273
2019-11-02;Direct traffic;;1;1;1;0;1;20
2019-11-02;Direct traffic;;7;8;18;0;2,25;137
2019-11-02;Link traffic;spblib.ru;1;1;1;0;1;15
2019-11-02;Search engine traffic;Yandex;3;3;6;0;2;26,66666667
2019-11-02;Search engine traffic;Yandex;4;5;8;0;1,6;42,4
2019-11-02;Search engine traffic;Google;7;8;18;12,5;2,25;160,875
2019-11-02;Search engine traffic;Google;3;4;9;25;2,25;18,75
2019-11-02;Search engine traffic;Mail.ru;1;1;1;0;1;13
2019-11-02;Social network traffic;VKontakte;1;1;1;0;1;15
2019-11-02;Social network traffic;VKontakte;9;10;22;30;2,2;86,5
2019-11-03;Internal traffic;;1;1;3;0;3;35
2019-11-03;Direct traffic;;7;7;14;28,57142857;2;75,71428571
2019-11-03;Direct traffic;;1;1;3;0;3;68
2019-11-03;Direct traffic;;4;4;16;0;4;207,5
2019-11-03;Link traffic;crdb-petr.ucoz.ru;1;1;2;0;2;8
2019-11-03;Search engine traffic;Yandex;3;4;16;0;4;94,5
2019-11-03;Search engine traffic;Yandex;2;2;6;0;3;135,5
2019-11-03;Search engine traffic;Yandex;6;7;8;0;1,14285714;24,42857143
2019-11-03;Search engine traffic;Google;3;3;11;33,33333333;3,66666667;112
2019-11-03;Social network traffic;VKontakte;5;6;13;16,66666667;2,16666667;85,16666667
2019-11-04;Direct traffic;;55;55;69;27,27272727;1,25454545;20,76363636
2019-11-04;Direct traffic;;3;5;10;0;2;311,2
2019-11-04;Direct traffic;;3;3;5;33,33333333;1,66666667;62
2019-11-04;Link traffic;spbgaidara.ru;1;1;1;0;1;15
2019-11-04;Link traffic;spblib.ru;2;2;2;0;1;52
2019-11-04;Search engine traffic;Yandex;1;1;2;0;2;127
2019-11-04;Search engine traffic;Yandex;2;2;11;0;5,5;227,5
2019-11-04;Search engine traffic;Yandex;3;4;4;0;1;22,5
2019-11-04;Search engine traffic;Google;3;5;15;0;3;374,2
2019-11-04;Search engine traffic;Google;1;1;1;0;1;16
2019-11-04;Search engine traffic;Google;1;1;1;0;1;16
2019-11-04;Social network traffic;VKontakte;1;1;4;0;4;571
2019-11-04;Social network traffic;VKontakte;5;5;18;0;3,6;108,6
2019-11-05;Internal traffic;;5;10;230;0;23;1967,1
2019-11-05;Internal traffic;;1;1;1;0;1;16
2019-11-05;Internal traffic;;3;4;8;0;2;618,75
2019-11-05;Direct traffic;;82;86;407;30,23255814;4,73255814;144,3023256
2019-11-05;Direct traffic;;3;3;9;0;3;40
2019-11-05;Direct traffic;;7;8;20;12,5;2,5;261,125
2019-11-05;Link traffic;gaidar.ucoz.ru;1;1;4;0;4;126
2019-11-05;Link traffic;link.2gis.ru;1;1;1;100;1;0
2019-11-05;Link traffic;spbgaidara.ru;1;1;3;0;3;83
2019-11-05;Link traffic;spblib.ru;1;2;7;0;3,5;186,5
2019-11-05;Link traffic;spblib.ru;2;2;2;0;1;15
2019-11-05;Search engine traffic;Yandex;2;2;9;0;4,5;141
2019-11-05;Search engine traffic;Yandex;1;1;2;0;2;819
2019-11-05;Search engine traffic;Yandex;10;12;31;8,33333333;2,58333333;117,0833333
2019-11-05;Search engine traffic;Google;4;4;5;25;1,25;11,5
2019-11-05;Search engine traffic;Google;1;1;3;0;3;95
2019-11-05;Search engine traffic;Google;3;3;10;0;3,33333333;146
2019-11-05;Search engine traffic;Mail.ru;1;1;3;0;3;76
2019-11-05;Search engine traffic;Mail.ru;1;1;1;0;1;15
2019-11-05;Social network traffic;VKontakte;5;5;20;0;4;87,6
2019-11-05;Social network traffic;VKontakte;9;12;33;16,66666667;2,75;370,4166667
2019-11-06;Internal traffic;;4;5;22;40;4,4;390,8
2019-11-06;Internal traffic;;1;1;1;0;1;17
2019-11-06;Direct traffic;;64;64;144;23,4375;2,25;115,203125
2019-11-06;Direct traffic;;5;5;7;20;1,4;13,4
2019-11-06;Direct traffic;;8;8;31;0;3,875;203,375
2019-11-06;Link traffic;mirpeterburga.ru;1;1;2;0;2;134
2019-11-06;Link traffic;spbgaidara.ru;1;1;2;0;2;28
2019-11-06;Link traffic;spblib.ru;2;2;2;0;1;22,5
2019-11-06;Link traffic;spblib.ru;1;1;4;0;4;120
2019-11-06;Link traffic;tracker.ak-dev.adc.vpn;1;1;1;0;1;32
2019-11-06;Search engine traffic;Yandex;5;5;16;0;3,2;164,8
2019-11-06;Search engine traffic;Yandex;4;4;17;0;4,25;208,5
2019-11-06;Search engine traffic;Yandex;9;10;32;20;3,2;264
2019-11-06;Search engine traffic;Google;7;7;25;28,57142857;3,57142857;330,1428571
2019-11-06;Search engine traffic;Google;2;2;4;0;2;54,5
2019-11-06;Search engine traffic;Google;7;7;22;14,28571429;3,14285714;126,8571429
2019-11-06;Search engine traffic;Mail.ru;1;1;2;0;2;41
2019-11-06;Social network traffic;VKontakte;4;4;7;0;1,75;49,75
2019-11-06;Social network traffic;VKontakte;9;12;32;8,33333333;2,66666667;222,6666667
2019-11-07;Internal traffic;;1;1;1;0;1;16
2019-11-07;Internal traffic;;2;2;4;0;2;288,5
2019-11-07;Direct traffic;;6;6;10;16,66666667;1,66666667;56
2019-11-07;Direct traffic;;1;1;4;0;4;16
2019-11-07;Direct traffic;;5;5;9;0;1,8;34,4
2019-11-07;Link traffic;liblenina.ru;1;1;4;0;4;107
2019-11-07;Link traffic;spbgaidara.ru;2;2;3;0;1,5;24
2019-11-07;Link traffic;spblib.ru;1;1;1;0;1;18
2019-11-07;Link traffic;yandex.ru;2;2;5;0;2,5;60
2019-11-07;Search engine traffic;Yandex;5;5;17;0;3,4;156,2
2019-11-07;Search engine traffic;Yandex;2;2;4;0;2;49,5
2019-11-07;Search engine traffic;Yandex;16;20;63;5;3,15;338,3
2019-11-07;Search engine traffic;Google;6;7;23;14,28571429;3,28571429;172,1428571
2019-11-07;Search engine traffic;Google;2;2;3;50;1,5;32
2019-11-07;Search engine traffic;Google;8;8;30;12,5;3,75;295,75
2019-11-07;Social network traffic;VKontakte;6;9;27;11,11111111;3;156,3333333
2019-11-08;Internal traffic;;2;2;55;50;27,5;2598
2019-11-08;Internal traffic;;1;1;1;0;1;16
2019-11-08;Internal traffic;;3;3;3;0;1;15,33333333
2019-11-08;Direct traffic;;10;10;216;20;21,6;1707,9
2019-11-08;Direct traffic;;4;6;7;0;1,16666667;46,16666667
2019-11-08;Direct traffic;;7;8;23;12,5;2,875;362,125
2019-11-08;Link traffic;2childlibrary.ucoz.ru;1;1;4;0;4;289
2019-11-08;Link traffic;click.mail.ru;1;1;2;0;2;22
2019-11-08;Link traffic;liblenina.ru;1;1;2;0;2;144
2019-11-08;Link traffic;link.2gis.ru;1;1;1;0;1;20
2019-11-08;Link traffic;progressive-seo.com;1;1;1;100;1;0
2019-11-08;Link traffic;spblib.ru;2;2;9;0;4,5;324,5
2019-11-08;Link traffic;tracker.ak-dev.adc.vpn;1;2;2;100;1;0
2019-11-08;Search engine traffic;Yandex;2;3;6;33,33333333;2;33,66666667
2019-11-08;Search engine traffic;Yandex;4;5;6;0;1,2;17,6
2019-11-08;Search engine traffic;Yandex;11;16;39;12,5;2,4375;72,3125
2019-11-08;Search engine traffic;Google;3;3;7;0;2,33333333;602
2019-11-08;Search engine traffic;Google;2;2;3;0;1,5;19,5
2019-11-08;Search engine traffic;Google;7;8;21;12,5;2,625;55,125
2019-11-08;Search engine traffic;Mail.ru;1;1;5;0;5;188
2019-11-08;Social network traffic;VKontakte;1;1;3;0;3;337
2019-11-08;Social network traffic;VKontakte;6;7;12;14,28571429;1,71428571;121,1428571
2019-11-09;Internal traffic;;2;2;2;50;1;7,5
2019-11-09;Direct traffic;;6;6;11;16,66666667;1,83333333;38,5
2019-11-09;Direct traffic;;1;1;2;0;2;55
2019-11-09;Direct traffic;;5;7;11;14,28571429;1,57142857;107,1428571
2019-11-09;Link traffic;link.2gis.ru;1;1;3;0;3;296
2019-11-09;Link traffic;progressive-seo.com;1;1;1;100;1;0
2019-11-09;Link traffic;spbgaidara.ru;1;1;4;0;4;113
2019-11-09;Search engine traffic;Yandex;6;8;20;0;2,5;466,625
2019-11-09;Search engine traffic;Yandex;2;3;5;33,33333333;1,66666667;416
2019-11-09;Search engine traffic;Yandex;3;3;3;0;1;24,33333333
2019-11-09;Search engine traffic;Google;1;1;3;0;3;150
2019-11-09;Search engine traffic;Google;3;3;19;0;6,33333333;658,6666667
2019-11-09;Search engine traffic;Google;1;2;3;0;1,5;17
2019-11-09;Search engine traffic;Yahoo!;1;1;2;0;2;235
2019-11-09;Social network traffic;VKontakte;1;1;5;0;5;759
2019-11-09;Social network traffic;VKontakte;1;2;4;0;2;19
2019-11-09;Social network traffic;VKontakte;4;4;25;0;6,25;738,75
2019-11-09;Messenger traffic;Telegram;1;1;1;0;1;37
2019-11-10;Internal traffic;;3;3;5;0;1,66666667;34
2019-11-10;Internal traffic;;1;1;3;0;3;75
2019-11-10;Internal traffic;;2;2;2;50;1;9
2019-11-10;Direct traffic;;4;4;7;0;1,75;34
2019-11-10;Direct traffic;;1;1;4;0;4;181
2019-11-10;Direct traffic;;2;2;3;0;1,5;75
2019-11-10;Link traffic;spbgaidara.ru;1;1;1;0;1;14
2019-11-10;Search engine traffic;Yandex;1;1;1;0;1;15
2019-11-10;Search engine traffic;Yandex;1;1;1;100;1;0
2019-11-10;Search engine traffic;Yandex;7;8;14;0;1,75;36,125
2019-11-10;Search engine traffic;Google;4;4;7;0;1,75;87,5
2019-11-10;Search engine traffic;Google;3;3;9;33,33333333;3;421,3333333
2019-11-10;Search engine traffic;Google;2;2;3;50;1,5;8
2019-11-10;Search engine traffic;Mail.ru;1;1;1;100;1;0
2019-11-10;Social network traffic;VKontakte;1;1;1;0;1;15
2019-11-10;Social network traffic;VKontakte;1;2;4;0;2;21,5
2019-11-10;Social network traffic;VKontakte;3;4;17;0;4,25;103
2019-11-10;Messenger traffic;Telegram;1;2;5;0;2,5;118,5
2019-11-11;Internal traffic;;1;3;49;0;16,33333333;1771,666667
2019-11-11;Internal traffic;;4;5;5;0;1;15,8
2019-11-11;Direct traffic;;7;8;29;0;3,625;161,5
2019-11-11;Direct traffic;;2;2;2;0;1;15,5
2019-11-11;Direct traffic;;8;11;28;9,09090909;2,54545455;109,0909091
2019-11-11;Link traffic;a.pr-cy.ru;1;1;1;100;1;13
2019-11-11;Link traffic;spbgaidara.ru;1;1;1;100;1;0
2019-11-11;Link traffic;spblib.ru;1;1;1;0;1;15
2019-11-11;Search engine traffic;Yandex;5;6;12;0;2;45,83333333
2019-11-11;Search engine traffic;Yandex;1;1;4;0;4;1732
2019-11-11;Search engine traffic;Yandex;5;6;25;0;4,16666667;69,83333333
2019-11-11;Search engine traffic;Google;1;2;2;50;1;7,5
2019-11-11;Search engine traffic;Google;5;5;9;20;1,8;22,4
2019-11-11;Search engine traffic;Google;3;3;9;0;3;195
2019-11-11;;;1;1;1;100;1;0
2019-11-11;Social network traffic;VKontakte;1;1;1;0;1;15
2019-11-11;Social network traffic;VKontakte;5;9;35;11,11111111;3,88888889;425,5555556
2019-11-12;Internal traffic;;4;6;22;33,33333333;3,66666667;1000,666667
2019-11-12;Internal traffic;;1;1;2;0;2;55
2019-11-12;Internal traffic;;2;2;2;0;1;16
2019-11-12;Direct traffic;;47;47;69;12,76595745;1,46808511;30,21276596
2019-11-12;Direct traffic;;2;3;21;0;7;1008,666667
2019-11-12;Direct traffic;;8;12;18;41,66666667;1,5;50,41666667
2019-11-12;Link traffic;android-app;1;1;3;0;3;46
2019-11-12;Link traffic;fourhourbook.club;1;1;1;100;1;0
2019-11-12;Link traffic;spblib.ru;1;1;2;0;2;91
2019-11-12;Search engine traffic;Yandex;3;4;10;0;2,5;219,25
2019-11-12;Search engine traffic;Yandex;2;2;11;0;5,5;271
2019-11-12;Search engine traffic;Yandex;5;6;13;0;2,16666667;41,5
2019-11-12;Search engine traffic;Google;4;4;11;0;2,75;68
2019-11-12;Search engine traffic;Google;1;1;1;100;1;0
2019-11-12;Search engine traffic;Google;12;15;45;20;3;194
2019-11-12;Social network traffic;VKontakte;3;3;4;0;1,33333333;13,33333333
2019-11-12;Social network traffic;VKontakte;6;8;10;37,5;1,25;42
2019-11-13;Internal traffic;;6;7;105;0;15;1650,428571
2019-11-13;Internal traffic;;3;3;4;0;1,33333333;22,66666667
2019-11-13;Direct traffic;;13;15;77;6,66666667;5,13333333;475,9333333
2019-11-13;Direct traffic;;2;2;12;0;6;316
2019-11-13;Direct traffic;;7;9;13;11,11111111;1,44444444;67,44444444
2019-11-13;Link traffic;spbgaidara.ru;1;4;5;25;1,25;248
2019-11-13;Link traffic;spblib.ru;1;2;3;0;1,5;40
2019-11-13;Link traffic;spblib.ru;1;1;9;0;9;502
2019-11-13;Link traffic;tracker.ak-dev.adc.vpn;1;4;12;25;3;1232,25
2019-11-13;Search engine traffic;Yandex;2;2;5;50;2,5;529
2019-11-13;Search engine traffic;Yandex;2;2;10;0;5;529
2019-11-13;Search engine traffic;Yandex;6;8;18;12,5;2,25;46
2019-11-13;Search engine traffic;Google;2;2;2;0;1;23
2019-11-13;Search engine traffic;Google;1;1;1;0;1;16
2019-11-13;Search engine traffic;Google;10;12;20;33,33333333;1,66666667;151,1666667
2019-11-13;Search engine traffic;Mail.ru;1;1;1;100;1;0
2019-11-13;Social network traffic;VKontakte;2;2;5;0;2,5;63
2019-11-13;Social network traffic;VKontakte;4;7;14;0;2;251
2019-11-14;Internal traffic;;2;4;36;0;9;1569
2019-11-14;Internal traffic;;2;2;3;0;1,5;28,5
2019-11-14;Direct traffic;;6;8;13;12,5;1,625;37,125
2019-11-14;Direct traffic;;2;2;15;0;7,5;132
2019-11-14;Direct traffic;;12;16;22;18,75;1,375;30,0625
2019-11-14;Link traffic;spbgaidara.ru;1;2;11;0;5,5;560
2019-11-14;Link traffic;spblib.ru;1;1;7;0;7;256
2019-11-14;Link traffic;spblib.ru;1;1;1;0;1;20
2019-11-14;Link traffic;tracker.ak-dev.adc.vpn;1;1;1;0;1;15
2019-11-14;Search engine traffic;Yandex;3;4;5;25;1,25;225
2019-11-14;Search engine traffic;Yandex;3;5;21;20;4,2;434
2019-11-14;Search engine traffic;Yandex;4;6;20;0;3,33333333;363,3333333
2019-11-14;Search engine traffic;Google;2;3;24;33,33333333;8;259,6666667
2019-11-14;Search engine traffic;Google;2;2;3;50;1,5;5,5
2019-11-14;Search engine traffic;Google;9;9;29;44,44444444;3,22222222;128,2222222
2019-11-14;Search engine traffic;Mail.ru;1;1;1;100;1;0
2019-11-14;Social network traffic;VKontakte;3;3;4;66,66666667;1,33333333;6,33333333
2019-11-14;Social network traffic;VKontakte;4;4;4;25;1;13
2019-11-15;Internal traffic;;2;2;2;0;1;15,5
2019-11-15;Direct traffic;;8;11;18;27,27272727;1,63636364;18,63636364
2019-11-15;Direct traffic;;5;5;15;0;3;96
2019-11-15;Direct traffic;;7;10;14;30;1,4;23,6
2019-11-15;Link traffic;link.2gis.ru;1;1;3;0;3;172
2019-11-15;Link traffic;spbgaidara.ru;1;4;8;0;2;841,25
2019-11-15;Link traffic;spblib.ru;1;1;1;0;1;22
2019-11-15;Link traffic;yandex.ru;2;2;4;0;2;40,5
2019-11-15;Search engine traffic;Yandex;4;6;57;0;9,5;1087,333333
2019-11-15;Search engine traffic;Yandex;3;5;18;20;3,6;348,6
2019-11-15;Search engine traffic;Yandex;7;10;29;30;2,9;308,7
2019-11-15;Search engine traffic;Google;4;9;13;11,11111111;1,44444444;211
2019-11-15;Search engine traffic;Google;2;2;6;0;3;146,5
2019-11-15;Search engine traffic;Google;1;1;1;0;1;16
2019-11-15;Social network traffic;VKontakte;3;3;7;0;2,33333333;32
2019-11-15;Social network traffic;VKontakte;6;7;16;14,28571429;2,28571429;121,8571429
2019-11-16;Internal traffic;;1;1;7;0;7;114
2019-11-16;Internal traffic;;2;2;4;0;2;57
2019-11-16;Direct traffic;;5;5;9;0;1,8;68,8
2019-11-16;Direct traffic;;1;1;2;0;2;52
2019-11-16;Direct traffic;;7;13;40;0;3,07692308;338,8461539
